"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","BP avg (mb)","N (# obs)"
"Live Oak","24 Mar 2024  3:00 AM","58.34","58.21","58.5","65.66","65.41","65.91","54.32","88","0","0","0.02","1006","4"
"Live Oak","24 Mar 2024  4:00 AM","58.21","58.12","58.32","65","64.76","65.23","53.67","86","0","0","0.05","1005","4"
"Live Oak","24 Mar 2024  5:00 AM","57.35","56.93","57.81","64.36","64.13","64.6","53.1","87","0","0","0.05","1006","4"
"Live Oak","24 Mar 2024  6:00 AM","56.07","55.54","56.64","63.75","63.54","63.97","52.46","89","0","0","0.12","1007","4"
"Live Oak","24 Mar 2024  7:00 AM","54.98","54.82","55.24","63.16","62.94","63.37","51.76","90","0","0","3.14","1008","4"
"Live Oak","24 Mar 2024  8:00 AM","55.26","54.9","55.71","62.58","62.37","62.8","51.65","87","0","0","102.28","1009","4"
"Live Oak","24 Mar 2024  9:00 AM","57.03","56.19","57.88","62.12","62.02","62.24","51.49","80","0","0","292.15","1010","4"
"Live Oak","24 Mar 2024  10:00 AM","59.92","58.84","60.89","62.08","62.02","62.19","52.46","74","0","0","480.9","1010","4"
"Live Oak","24 Mar 2024  11:00 AM","62.68","61.72","63.46","62.6","62.31","62.92","53.02","68","0","0","641.07","1011","4"
"Live Oak","24 Mar 2024  12:00 PM","65.07","63.91","66.02","63.64","63.19","64.11","54.4","65","0","0","741.4","1011","4"
"Live Oak","24 Mar 2024  1:00 PM","66.86","66.29","67.71","65.07","64.45","65.7","55.47","64","0","0","703.7","1010","4"
"Live Oak","24 Mar 2024  2:00 PM","68.54","68.14","69.03","66.79","66.13","67.48","54.7","59","0","0","761.7","1010","4"
"Live Oak","24 Mar 2024  3:00 PM","68.51","68.18","68.86","68.6","67.95","69.24","53.69","57","0","0","496.3","1009","4"
"Live Oak","24 Mar 2024  4:00 PM","68.14","67.55","68.65","69.9","69.57","70.23","53.9","59","0","0","580.58","1009","4"
"Live Oak","24 Mar 2024  5:00 PM","66.81","66.4","67.33","70.68","70.45","70.88","52.87","60","0","0","429","1010","4"
"Live Oak","24 Mar 2024  6:00 PM","65.15","63.95","66.04","70.94","70.88","70.97","51.17","61","0","0","218.75","1010","4"
"Live Oak","24 Mar 2024  7:00 PM","61.4","59.72","62.98","70.53","70.25","70.77","50.21","68","0","0","53.01","1011","4"
"Live Oak","24 Mar 2024  8:00 PM","57.47","56.23","58.78","69.6","69.17","70.02","49.18","75","0","0","0.29","1012","4"
"Live Oak","24 Mar 2024  9:00 PM","55.08","54.61","55.67","68.39","67.93","68.86","47.45","76","0","0","0.12","1012","4"
"Live Oak","24 Mar 2024  10:00 PM","53.9","53.53","54.32","67.16","66.7","67.62","46.45","76","0","0","0.18","1013","4"
"Live Oak","24 Mar 2024  11:00 PM","52.93","52.66","53.29","65.99","65.57","66.42","46.83","80","0","0","0.17","1013","4"
"Live Oak","25 Mar 2024  12:00 AM","52.4","52.23","52.59","64.93","64.56","65.32","47.19","83","0","0","0.11","1012","4"
"Live Oak","25 Mar 2024  1:00 AM","52.21","52.18","52.25","63.99","63.66","64.33","47.14","83","0","0","0.09","1012","4"
"Live Oak","25 Mar 2024  2:00 AM","52.37","52.29","52.43","63.14","62.85","63.45","47.97","85","0","0","0.06","1012","4"
"Live Oak","25 Mar 2024  3:00 AM","52.47","52.25","52.65","62.4","62.15","62.65","48.7","88","0","0","0.12","1012","4"
"Live Oak","25 Mar 2024  4:00 AM","52.59","52.38","52.79","61.76","61.54","61.99","49.36","89","0","0","0.13","1012","4"
"Live Oak","25 Mar 2024  5:00 AM","53.09","52.79","53.55","61.2","61","61.39","50.12","90","0","0","0.12","1012","4"
"Live Oak","25 Mar 2024  6:00 AM","54.16","53.78","54.43","60.71","60.55","60.87","51.01","89","0","0","0.15","1011","4"
"Live Oak","25 Mar 2024  7:00 AM","54.54","54.48","54.61","60.33","60.21","60.46","51.28","89","0","0","2.84","1012","4"
"Live Oak","25 Mar 2024  8:00 AM","55.26","54.54","56.17","60.02","59.92","60.13","52.08","88","0","0","96.58","1012","4"
"Live Oak","25 Mar 2024  9:00 AM","58.48","57.02","60.06","59.84","59.83","59.86","54.14","83","0","0","289.25","1013","4"
"Live Oak","25 Mar 2024  10:00 AM","62.44","60.94","64","60.12","59.92","60.37","56.05","76","0","0","483.37","1013","4"
"Live Oak","25 Mar 2024  11:00 AM","67.45","65.62","69.13","61","60.58","61.45","57.02","66","0","0","636.97","1012","4"
"Live Oak","25 Mar 2024  12:00 PM","70.55","69.91","71.08","62.35","61.77","62.94","57.22","60","0","0","732.3","1012","4"
"Live Oak","25 Mar 2024  1:00 PM","71.42","70.93","71.98","64.06","63.37","64.76","58.29","59","0","0","591.85","1012","4"
"Live Oak","25 Mar 2024  2:00 PM","71.95","71.65","72.14","65.93","65.25","66.6","58.24","60","0","0","441.18","1011","4"
"Live Oak","25 Mar 2024  3:00 PM","72.32","72.14","72.48","67.49","66.99","67.95","58.88","61","0","0","295.7","1011","4"
"Live Oak","25 Mar 2024  4:00 PM","72.29","72.1","72.57","68.5","68.18","68.83","59.41","63","0","0","430.28","1011","4"
"Live Oak","25 Mar 2024  5:00 PM","71.94","71.58","72.21","69.35","69.04","69.66","59.62","63","0","0","380.45","1010","4"
"Live Oak","25 Mar 2024  6:00 PM","71.09","70.66","71.8","70.04","69.84","70.21","59.08","65","0","0","115.67","1011","4"
"Live Oak","25 Mar 2024  7:00 PM","68.84","66.7","70.66","70.25","70.21","70.27","59.03","72","0","0","27.41","1011","4"
"Live Oak","25 Mar 2024  8:00 PM","64.94","63.99","66.04","69.98","69.78","70.16","58.62","81","0","0","0.91","1011","4"
"Live Oak","25 Mar 2024  9:00 PM","62.89","62.29","63.54","69.33","69.04","69.6","58.18","86","0","0","0","1011","4"
"Live Oak","25 Mar 2024  10:00 PM","61.48","61.11","61.93","68.55","68.25","68.85","58.02","89","0","0","0","1011","4"
"Live Oak","25 Mar 2024  11:00 PM","60.69","60.51","60.93","67.78","67.51","68.05","58.06","92","0","0","0","1010","4"
"Live Oak","26 Mar 2024  12:00 AM","61.31","60.42","62.22","67.08","66.83","67.33","58.38","90","0","0","0","1010","4"
"Live Oak","26 Mar 2024  1:00 AM","62.04","61.61","62.2","66.44","66.22","66.67","58.13","88","0","0","0","1009","4"
"Live Oak","26 Mar 2024  2:00 AM","60.9","60.66","61.16","65.9","65.71","66.09","57.52","91","0","0","0","1009","4"
"Live Oak","26 Mar 2024  3:00 AM","60.16","59.83","60.51","65.41","65.23","65.59","57.09","92","0","0","0","1008","4"
"Live Oak","26 Mar 2024  4:00 AM","60.84","60.6","61","64.93","64.76","65.1","57.15","90","0","0","0","1008","4"
"Live Oak","26 Mar 2024  5:00 AM","59.88","59.65","60.19","64.5","64.36","64.65","56.89","92","0","0","0","1008","4"
"Live Oak","26 Mar 2024  6:00 AM","61.7","60.39","62.74","64.13","64","64.26","57.23","86","0","0","0","1008","4"
"Live Oak","26 Mar 2024  7:00 AM","63.33","63.12","63.46","63.83","63.73","63.93","57.65","83","0","0","3.87","1008","4"
"Live Oak","26 Mar 2024  8:00 AM","64.82","63.93","65.7","63.59","63.54","63.66","58.82","80","0","0","93.03","1008","4"
"Live Oak","26 Mar 2024  9:00 AM","67.72","66.56","69.22","63.56","63.52","63.63","60.25","75","0","0","261.65","1008","4"
"Live Oak","26 Mar 2024  10:00 AM","71.67","70.36","73.02","63.97","63.72","64.26","60.67","66","0","0","484.8","1009","4"
"Live Oak","26 Mar 2024  11:00 AM","73.22","72.95","73.51","65.03","64.53","65.55","60.88","63","0","0","380.58","1009","4"
"Live Oak","26 Mar 2024  12:00 PM","75.28","74.43","75.99","66.41","65.91","66.9","61.91","61","0","0","442.62","1008","4"
"Live Oak","26 Mar 2024  1:00 PM","76.28","75.92","76.55","67.75","67.24","68.25","62.69","61","0","0","368.12","1008","4"
"Live Oak","26 Mar 2024  2:00 PM","77.42","76.42","78.1","69.07","68.61","69.49","63.61","60","0","0","388.43","1008","4"
"Live Oak","26 Mar 2024  3:00 PM","79.02","78.42","79.5","70.23","69.78","70.7","63.84","57","0","0","503.75","1007","4"
"Live Oak","26 Mar 2024  4:00 PM","79","78.73","79.2","71.6","71.06","72.1","63.97","59","0","0","206.28","1006","4"
"Live Oak","26 Mar 2024  5:00 PM","78.59","78.08","78.93","72.56","72.34","72.73","65.1","63","0","0","140.85","1006","4"
"Live Oak","26 Mar 2024  6:00 PM","77.48","77.11","77.79","72.9","72.82","72.95","65.28","67","0","0","51.41","1006","4"
"Live Oak","26 Mar 2024  7:00 PM","76.55","76.33","76.86","72.9","72.84","72.95","64.88","68","0","0","10.55","1006","4"
"Live Oak","26 Mar 2024  8:00 PM","76.02","75.7","76.26","72.67","72.54","72.79","64.38","68","0","0","0.15","1005","4"
"Live Oak","26 Mar 2024  9:00 PM","75.16","74.93","75.43","72.3","72.16","72.45","65.11","72","0","0","0","1006","4"
"Live Oak","26 Mar 2024  10:00 PM","74.3","73.94","74.7","71.92","71.78","72.05","65.28","74","0","0","0.01","1006","4"
"Live Oak","26 Mar 2024  11:00 PM","73.59","73.33","73.83","71.58","71.46","71.71","65.46","77","0","0","0.02","1007","4"
"Live Oak","27 Mar 2024  12:00 AM","72.3","71.85","72.93","71.28","71.17","71.38","65.58","81","0","0","0.05","1006","4"
"Live Oak","27 Mar 2024  1:00 AM","71.83","71.67","71.96","70.99","70.88","71.1","65.68","82","0","0","0.04","1005","4"
"Live Oak","27 Mar 2024  2:00 AM","71.23","71.13","71.37","70.67","70.56","70.79","65.97","84","0","0","0.02","1006","4"
"Live Oak","27 Mar 2024  3:00 AM","70.46","70.2","70.9","70.38","70.27","70.48","65.79","86","0","0","0.03","1005","4"
"Live Oak","27 Mar 2024  4:00 AM","69.97","69.8","70.29","70.12","70.03","70.21","65.54","86","0","0","0.02","1004","4"
"Live Oak","27 Mar 2024  5:00 AM","70.16","69.98","70.39","69.88","69.78","69.96","65.42","86","0","0","0.01","1005","4"
"Live Oak","27 Mar 2024  6:00 AM","70.11","69.87","70.25","69.65","69.57","69.73","65.48","86","0","0","0","1005","4"
"Live Oak","27 Mar 2024  7:00 AM","68.92","67.86","69.93","69.43","69.35","69.51","65.87","91","0.08","0.04","0.18","1007","4"
"Live Oak","27 Mar 2024  8:00 AM","67.76","67.68","67.91","69.23","69.15","69.31","66.31","95","0.14","0.05","1","1008","4"
"Live Oak","27 Mar 2024  9:00 AM","68.23","68","68.43","69.02","68.94","69.1","66.8","95","0.15","0.05","1.95","1008","4"
"Live Oak","27 Mar 2024  10:00 AM","68.35","68.25","68.47","68.83","68.77","68.9","66.95","95","0","0","41.37","1008","4"
"Live Oak","27 Mar 2024  11:00 AM","68.18","68.05","68.23","68.73","68.72","68.76","66.87","95","0","0","150.57","1008","4"
"Live Oak","27 Mar 2024  12:00 PM","68.18","67.8","68.77","68.87","68.79","68.95","66.15","92","0","0","163.15","1008","4"
"Live Oak","27 Mar 2024  1:00 PM","69.62","69.13","70.02","69.14","69.03","69.26","66.21","88","0","0","218.45","1007","4"
"Live Oak","27 Mar 2024  2:00 PM","70.35","70.18","70.5","69.53","69.37","69.67","66.81","88","0","0","127.7","1006","4"
"Live Oak","27 Mar 2024  3:00 PM","70.98","70.63","71.58","69.87","69.76","69.96","67.33","87","0","0","150.1","1006","4"
"Live Oak","27 Mar 2024  4:00 PM","72.19","72.01","72.3","70.12","70.02","70.23","67.19","84","0","0","156.28","1006","4"
"Live Oak","27 Mar 2024  5:00 PM","72.69","72.21","73.27","70.42","70.32","70.5","67.22","82","0","0","254.97","1007","4"
"Live Oak","27 Mar 2024  6:00 PM","73.1","72.73","73.42","70.73","70.59","70.86","65.03","76","0","0","195.53","1006","4"
"Live Oak","27 Mar 2024  7:00 PM","71.19","70.41","72","70.99","70.93","71.02","64.99","82","0","0","22.82","1006","4"
"Live Oak","27 Mar 2024  8:00 PM","69.49","69.22","69.85","70.89","70.77","70.99","65.14","88","0","0","0.36","1007","4"
"Live Oak","27 Mar 2024  9:00 PM","68.88","68.34","69.26","70.54","70.39","70.68","65.05","89","0","0","0","1008","4"
"Live Oak","27 Mar 2024  10:00 PM","67.1","66.7","67.53","70.15","70","70.3","64.97","94","0.02","0.02","0.18","1006","4"
"Live Oak","27 Mar 2024  11:00 PM","66.31","66.15","66.52","69.73","69.58","69.89","64.75","95","0","0","0","1006","4"
"Live Oak","28 Mar 2024  12:00 AM","66.1","66.06","66.15","69.33","69.17","69.48","65.21","97","0.5","0.38","0.01","1007","4"
"Live Oak","28 Mar 2024  1:00 AM","66.14","66.09","66.18","68.84","68.65","69.04","65.49","97","0.67","0.23","0","1006","4"
"Live Oak","28 Mar 2024  2:00 AM","64.47","63.07","66.02","68.33","68.14","68.52","63.51","97","0.49","0.28","0","1006","4"
"Live Oak","28 Mar 2024  3:00 AM","61.95","61.59","62.42","67.89","67.73","68.04","61.24","97","0.23","0.07","0","1006","4"
"Live Oak","28 Mar 2024  4:00 AM","60.54","59.9","61.14","67.43","67.26","67.6","59.79","97","0.24","0.16","0","1006","4"
"Live Oak","28 Mar 2024  5:00 AM","59.32","59.22","59.5","66.93","66.74","67.14","58.63","97","0.04","0.02","0","1006","4"
"Live Oak","28 Mar 2024  6:00 AM","59.17","58.95","59.29","66.44","66.29","66.61","58.37","96","0","0","0","1006","4"
"Live Oak","28 Mar 2024  7:00 AM","58.9","58.86","58.96","66.04","65.91","66.18","58.16","97","0.02","0.02","1.29","1006","4"
"Live Oak","28 Mar 2024  8:00 AM","59.02","58.89","59.25","65.7","65.57","65.82","58.48","97","0","0","44.38","1007","4"
"Live Oak","28 Mar 2024  9:00 AM","60.17","59.47","61.12","65.44","65.39","65.52","59.46","95","0","0","193.08","1007","4"
"Live Oak","28 Mar 2024  10:00 AM","62.9","61.86","63.88","65.45","65.39","65.55","59.35","85","0","0","465","1008","4"
"Live Oak","28 Mar 2024  11:00 AM","66.47","64.65","68.22","65.98","65.7","66.29","57.44","70","0","0","649.42","1008","4"
"Live Oak","28 Mar 2024  12:00 PM","69.93","69.06","70.75","66.95","66.54","67.37","55.26","57","0","0","757.88","1008","4"
"Live Oak","28 Mar 2024  1:00 PM","71.61","71.46","71.71","68.14","67.66","68.65","53.65","51","0","0","812.5","1008","4"
"Live Oak","28 Mar 2024  2:00 PM","71.7","71.51","71.85","69.56","69.01","70.12","52.83","50","0","0","814.25","1008","4"
"Live Oak","28 Mar 2024  3:00 PM","72.08","71.8","72.28","70.99","70.48","71.49","50.47","45","0","0","746.8","1008","4"
"Live Oak","28 Mar 2024  4:00 PM","72.26","72.1","72.43","72.2","71.8","72.57","50.43","45","0","0","613.35","1007","4"
"Live Oak","28 Mar 2024  5:00 PM","71.45","71.01","72.03","72.86","72.75","72.93","54.41","54","0","0","409.15","1008","4"
"Live Oak","28 Mar 2024  6:00 PM","71.36","71.24","71.44","72.8","72.64","72.91","52.03","50","0","0","270","1009","4"
"Live Oak","28 Mar 2024  7:00 PM","70.21","69.19","71.04","72.25","72","72.5","52.08","54","0","0","74.33","1010","4"
"Live Oak","28 Mar 2024  8:00 PM","67.03","66.04","68.18","71.46","71.1","71.8","52.89","63","0","0","0.86","1010","4"
"Live Oak","28 Mar 2024  9:00 PM","64.37","63.57","65.41","70.48","70.11","70.84","53.15","73","0","0","0","1012","4"
"Live Oak","28 Mar 2024  10:00 PM","62.91","62.53","63.28","69.49","69.13","69.85","53.92","80","0","0","0","1012","4"
"Live Oak","28 Mar 2024  11:00 PM","62.2","61.83","62.83","68.56","68.22","68.9","53.22","81","0","0","0.01","1013","4"
"Live Oak","29 Mar 2024  12:00 AM","61.19","59.79","62.22","67.66","67.32","68","48.41","65","0","0","0.01","1013","4"
"Live Oak","29 Mar 2024  1:00 AM","58.49","57.99","59.31","66.72","66.36","67.08","43.4","59","0","0","0.02","1014","4"
"Live Oak","29 Mar 2024  2:00 AM","57.1","56.5","57.69","65.73","65.35","66.11","39.47","53","0","0","0.04","1014","4"
"Live Oak","29 Mar 2024  3:00 AM","55.15","53.71","56.21","64.74","64.38","65.1","41.54","67","0","0","0.01","1014","4"
"Live Oak","29 Mar 2024  4:00 AM","54.44","54.18","54.63","63.81","63.48","64.15","40.07","62","0","0","0","1014","4"
"Live Oak","29 Mar 2024  5:00 AM","53.38","52.84","54","62.94","62.62","63.27","38.65","59","0","0","0","1014","4"
"Live Oak","29 Mar 2024  6:00 AM","51.58","51.01","52.32","62.1","61.79","62.4","39.03","65","0","0","0","1015","4"
"Live Oak","29 Mar 2024  7:00 AM","50.2","50.11","50.29","61.3","61","61.59","38.93","67","0","0","5.96","1016","4"
"Live Oak","29 Mar 2024  8:00 AM","51.44","50.76","52.34","60.52","60.26","60.8","40.15","65","0","0","132.62","1016","4"
"Live Oak","29 Mar 2024  9:00 AM","55.36","53.19","57.81","59.94","59.83","60.1","40.17","55","0","0","334.25","1016","4"
"Live Oak","29 Mar 2024  10:00 AM","59.67","58.59","60.89","59.9","59.81","60.04","38.45","44","0","0","527.82","1017","4"
"Live Oak","29 Mar 2024  11:00 AM","62.31","61.34","63.32","60.53","60.21","60.89","38.15","39","0","0","686.12","1018","4"
"Live Oak","29 Mar 2024  12:00 PM","65.09","64.38","65.68","61.65","61.18","62.15","37.7","34","0","0","794.43","1017","4"
"Live Oak","29 Mar 2024  1:00 PM","66.64","66.13","67.26","63.15","62.51","63.82","34.42","29","0","0","850.25","1016","4"
"Live Oak","29 Mar 2024  2:00 PM","68.45","68.11","68.94","65.1","64.33","65.89","36.17","29","0","0","839.5","1016","4"
"Live Oak","29 Mar 2024  3:00 PM","69.62","69.26","70.16","67.24","66.43","68.05","34.2","26","0","0","772.6","1014","4"
"Live Oak","29 Mar 2024  4:00 PM","71.1","70.27","71.98","69.31","68.58","70.02","36.93","27","0","0","646.25","1014","4"
"Live Oak","29 Mar 2024  5:00 PM","71.55","71.11","71.98","70.83","70.43","71.17","35.57","26","0","0","479.3","1014","4"
"Live Oak","29 Mar 2024  6:00 PM","71.54","71.38","71.83","71.4","71.31","71.46","35.44","26","0","0","278.48","1014","4"
"Live Oak","29 Mar 2024  7:00 PM","70.3","68.45","71.71","71.26","71.13","71.37","42.51","40","0","0","79.96","1014","4"
"Live Oak","29 Mar 2024  8:00 PM","63.3","61.86","65.61","70.71","70.38","71.01","45.88","58","0","0","0.88","1014","4"
"Live Oak","29 Mar 2024  9:00 PM","59.48","57.83","61.3","69.73","69.33","70.12","47.65","72","0","0","0","1014","4"
"Live Oak","29 Mar 2024  10:00 PM","56.95","54.43","58.41","68.63","68.2","69.04","48.06","80","0","0","0.03","1015","4"
"Live Oak","29 Mar 2024  11:00 PM","53.62","52.75","54.05","67.5","67.08","67.93","48.23","86","0","0","0","1016","4"
